Unnamed: 0,week,start_date,end_date,student_id,cars_accuracy,sciences_accuracy,class_accuracy,completed_lessons,total_completed_passages_discrete_sets,score_trends_on_completed_dailies,num_attended_large_session,num_scheduled_large_session,num_attended_small_session,num_scheduled_small_session,class_participation,homework_participation,Baseline Score,Number of Practice Exams,Most Recent Practice Exam,Actual MCAT,Score Difference,Survey Tier,Small Group Tier,Class Participation Tier,Large Group Tier
4007,30,2024-12-16,2024-12-22,108,,,,1.0,0.0,0.0,,,,,,,497.0,6.0,499.0,502.0,10.0,,,,
4008,30,2024-12-16,2024-12-22,109,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,
4009,30,2024-12-16,2024-12-22,110,0.71,0.8,,3.0,15.0,0.71,,,,,,,506.0,2.0,511.0,,10.0,,,,
4010,30,2024-12-16,2024-12-22,111,0.6,,,3.0,3.0,0.6,,,,,,,498.0,6.0,517.0,496.0,-2.0,,,,
4011,30,2024-12-16,2024-12-22,112,,,,3.0,0.0,0.0,,,,,,,490.0,3.0,491.0,478.0,-7.0,,,,
4012,30,2024-12-16,2024-12-22,113,,0.4,,1.0,1.0,4.93,,,,,,,492.0,3.0,492.0,495.0,8.0,,,,
4013,30,2024-12-16,2024-12-22,114,,,,1.0,0.0,0.0,,,,,,,492.0,4.0,485.0,486.0,-1.0,,,,
4014,30,2024-12-16,2024-12-22,115,,,,1.0,0.0,0.0,,,,,,,487.0,4.0,496.0,487.0,5.0,,,,
4015,30,2024-12-16,2024-12-22,116,,,,1.0,0.0,0.0,,,,,,,503.0,1.0,503.0,506.0,8.0,,,,
4016,30,2024-12-16,2024-12-22,117,0.56,0.65,,2.0,6.0,0.58,,,,,,,493.0,2.0,493.0,494.0,6.0,,,,
4017,30,2024-12-16,2024-12-22,118,,,,1.0,0.0,0.0,,,,,,,488.0,1.0,488.0,480.0,-3.0,,,,
4018,30,2024-12-16,2024-12-22,119,0.62,0.66,,10.0,43.0,0.64,,,,,,,,,,,,,,,
4019,30,2024-12-16,2024-12-22,120,0.73,0.76,,7.0,33.0,0.7,,,,,,,497.0,5.0,506.0,,14.0,,,,
4020,30,2024-12-16,2024-12-22,121,,,,1.0,1.0,0.0,,,,,,,503.0,5.0,509.0,510.0,7.0,,,,
4021,30,2024-12-16,2024-12-22,122,,,,1.0,0.0,0.0,,,,,,,494.0,6.0,509.0,509.0,20.0,,,,
4022,30,2024-12-16,2024-12-22,123,,,,1.0,0.0,0.0,,,,,,,498.0,1.0,500.0,495.0,2.0,,,,
4023,30,2024-12-16,2024-12-22,124,,,,1.0,0.0,0.0,,,,,,,502.0,5.0,500.0,496.0,-6.0,,,,
4024,30,2024-12-16,2024-12-22,125,0.57,0.57,,15.0,11.0,0.9,,,,,,,494.0,5.0,500.0,505.0,16.0,,,,
4025,30,2024-12-16,2024-12-22,126,,,,1.0,0.0,0.0,,,,,,,495.0,,,501.0,11.0,,,,
4026,30,2024-12-16,2024-12-22,127,0.7,1.0,,1.0,5.0,0.82,,,,,,,500.0,2.0,501.0,508.0,13.0,,,,
4027,30,2024-12-16,2024-12-22,128,,,,1.0,0.0,0.0,,,,,,,490.0,,,,,,,,
4028,30,2024-12-16,2024-12-22,129,0.86,0.76,,2.0,3.0,0.66,,,,,,,501.0,2.0,499.0,,3.0,,,,
4029,30,2024-12-16,2024-12-22,130,,,,1.0,0.0,0.0,,,,,,,500.0,3.0,513.0,,13.0,,,,
4030,30,2024-12-16,2024-12-22,131,0.65,0.57,,4.0,18.0,0.59,,,,,,,493.0,10.0,497.0,506.0,13.0,,,,
4031,30,2024-12-16,2024-12-22,132,,,,1.0,0.0,0.0,,,,,,,498.0,2.0,498.0,490.0,-8.0,,,,
4032,30,2024-12-16,2024-12-22,133,,,,1.0,0.0,0.0,,,,,,,486.0,3.0,501.0,501.0,0.0,,,,
4033,30,2024-12-16,2024-12-22,134,,,,1.0,0.0,0.0,,,,,,,,,,487.0,,,,,
4034,30,2024-12-16,2024-12-22,135,,,,1.0,0.0,0.0,,,,,,,505.0,5.0,513.0,,13.0,,,,
4035,30,2024-12-16,2024-12-22,136,,,,1.0,0.0,0.0,,,,,,,498.0,5.0,499.0,,6.0,,,,
4036,30,2024-12-16,2024-12-22,137,,0.53,,1.0,1.0,5.0,,,,,,,,1.0,503.0,506.0,3.0,,,,
4037,30,2024-12-16,2024-12-22,138,,,,1.0,0.0,0.0,,,,,,,491.0,2.0,489.0,492.0,3.0,,,,
4038,30,2024-12-16,2024-12-22,139,,0.76,,14.0,22.0,0.78,,,,,,,495.0,5.0,505.0,500.0,10.0,,,,
4039,30,2024-12-16,2024-12-22,140,0.73,0.6,,8.0,17.0,0.65,,,,,,,498.0,6.0,499.0,,1.0,,,,
4040,30,2024-12-16,2024-12-22,141,0.8,0.57,,21.0,12.0,0.59,,,,,,,504.0,1.0,499.0,508.0,9.0,,,,
4041,30,2024-12-16,2024-12-22,142,,,,1.0,0.0,0.0,,,,,,,490.0,6.0,481.0,482.0,1.0,,,,
4042,30,2024-12-16,2024-12-22,143,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,
4043,30,2024-12-16,2024-12-22,144,,,,1.0,0.0,0.0,,,,,,,491.0,3.0,495.0,483.0,-3.0,,,,
4044,30,2024-12-16,2024-12-22,145,,0.96,,2.0,15.0,0.96,,,,,,,495.0,3.0,497.0,496.0,-1.0,,,,
4045,30,2024-12-16,2024-12-22,146,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,
4046,30,2024-12-16,2024-12-22,147,,,,1.0,0.0,0.0,,,,,,,495.0,1.0,495.0,478.0,-12.0,,,,
4047,30,2024-12-16,2024-12-22,148,0.42,0.61,,1.0,9.0,0.55,,,,,,,491.0,1.0,491.0,493.0,7.0,,,,
4048,30,2024-12-16,2024-12-22,149,,0.87,,8.0,5.0,0.88,,,,,,,504.0,2.0,502.0,488.0,-16.0,,,,
4049,30,2024-12-16,2024-12-22,150,1.0,0.68,,4.0,2.0,0.68,,,,,,,502.0,9.0,513.0,516.0,19.0,,,,
4050,31,2024-12-23,2024-12-29,1,,,,1.0,0.0,0.0,,,,,,,494.0,1.0,494.0,493.0,4.0,,,,
4051,31,2024-12-23,2024-12-29,2,,1.0,,1.0,6.0,1.0,,,,,,,503.0,1.0,503.0,,5.0,,,,
4052,31,2024-12-23,2024-12-29,3,,0.63,,6.0,12.0,0.98,,,,,,,494.0,4.0,491.0,485.0,-9.0,,,,
4053,31,2024-12-23,2024-12-29,4,,,,1.0,0.0,0.0,,,,,,,502.0,4.0,499.0,,-3.0,,,,
4054,31,2024-12-23,2024-12-29,5,,0.85,,7.0,2.0,0.85,,,,,,,492.0,4.0,493.0,499.0,,,,,
4055,31,2024-12-23,2024-12-29,6,,,,1.0,0.0,0.0,,,,,,,493.0,,,488.0,0.0,,,,
4056,31,2024-12-23,2024-12-29,7,,,,3.0,0.0,0.0,,,,,,,492.0,3.0,493.0,487.0,0.0,,,,
4057,31,2024-12-23,2024-12-29,8,,,,1.0,0.0,0.0,,,,,,,,1.0,,,0.0,,,,
4058,31,2024-12-23,2024-12-29,9,0.88,0.8,,8.0,11.0,0.83,,,,,,,498.0,5.0,506.0,508.0,15.0,,,,
4059,31,2024-12-23,2024-12-29,10,,,,1.0,0.0,0.0,,,,,,,506.0,2.0,506.0,514.0,8.0,,,,
4060,31,2024-12-23,2024-12-29,11,,,,1.0,0.0,0.0,,,,,,,511.0,2.0,509.0,517.0,6.0,,,,
4061,31,2024-12-23,2024-12-29,12,,,,1.0,0.0,0.0,,,,,,,498.0,1.0,498.0,491.0,-2.0,,,,
4062,31,2024-12-23,2024-12-29,13,,,,1.0,0.0,0.0,,,,,,,,1.0,,,,,,,
4063,31,2024-12-23,2024-12-29,14,0.83,,,1.0,5.0,0.75,,,,,,,503.0,2.0,507.0,,9.0,,,,
4064,31,2024-12-23,2024-12-29,15,,,,1.0,0.0,0.0,,,,,,,500.0,,,491.0,-4.0,,,,
4065,31,2024-12-23,2024-12-29,16,,0.74,,4.0,2.0,0.74,,,,,,,0.0,2.0,,,,,,,
4066,31,2024-12-23,2024-12-29,17,,,,1.0,1.0,0.0,,,,,,,508.0,2.0,508.0,496.0,-12.0,,,,
4067,31,2024-12-23,2024-12-29,18,0.78,0.2,,1.0,7.0,0.7,,,,,,,495.0,2.0,503.0,,8.0,,,,
4068,31,2024-12-23,2024-12-29,19,,,,1.0,0.0,0.0,,,,,,,504.0,1.0,504.0,,0.0,,,,
4069,31,2024-12-23,2024-12-29,20,0.88,0.8,,1.0,11.0,0.87,,,,,,,497.0,3.0,499.0,,7.0,,,,
4070,31,2024-12-23,2024-12-29,21,1.0,0.8,,1.0,2.0,0.9,,,,,,,,,,,,,,,
4071,31,2024-12-23,2024-12-29,22,,,,1.0,0.0,0.0,,,,,,,484.0,,,508.0,29.0,,,,
4072,31,2024-12-23,2024-12-29,23,,0.73,,1.0,6.0,0.58,,,,,,,493.0,4.0,496.0,,8.0,,,,
4073,31,2024-12-23,2024-12-29,24,,,,1.0,0.0,0.0,,,,,,,491.0,3.0,484.0,493.0,7.0,,,,
4074,31,2024-12-23,2024-12-29,25,,,,1.0,0.0,0.0,,,,,,,491.0,1.0,491.0,484.0,-2.0,,,,
4075,31,2024-12-23,2024-12-29,26,,,,2.0,0.0,0.0,,,,,,,496.0,5.0,497.0,494.0,3.0,,,,
4076,31,2024-12-23,2024-12-29,27,0.89,1.0,,3.0,6.0,0.91,,,,,,,500.0,2.0,507.0,487.0,-8.0,,,,
4077,31,2024-12-23,2024-12-29,28,,,,1.0,0.0,0.0,,,,,,,0.0,,,485.0,,,,,
4078,31,2024-12-23,2024-12-29,29,,,,4.0,0.0,0.0,,,,,,,505.0,1.0,505.0,515.0,15.0,,,,
4079,31,2024-12-23,2024-12-29,30,,,,1.0,0.0,0.0,,,,,,,0.0,1.0,498.0,502.0,4.0,,,,
4080,31,2024-12-23,2024-12-29,31,,,,1.0,1.0,0.9,,,,,,,506.0,3.0,506.0,,0.0,,,,
4081,31,2024-12-23,2024-12-29,32,,0.63,,1.0,1.0,5.04,,,,,,,0.0,,,508.0,,,,,
4082,31,2024-12-23,2024-12-29,33,,,,1.0,0.0,0.0,,,,,,,490.0,1.0,490.0,,0.0,,,,
4083,31,2024-12-23,2024-12-29,34,,,,1.0,0.0,0.0,,,,,,,,1.0,,490.0,,,,,
4084,31,2024-12-23,2024-12-29,35,,0.89,,4.0,3.0,0.89,,,,,,,506.0,3.0,518.0,525.0,24.0,,,,
4085,31,2024-12-23,2024-12-29,36,,1.0,,1.0,1.0,1.0,,,,,,,495.0,4.0,501.0,,6.0,,,,
4086,31,2024-12-23,2024-12-29,37,,,,1.0,0.0,0.0,,,,,,,496.0,,,494.0,3.0,,,,
4087,31,2024-12-23,2024-12-29,38,0.7,,,1.0,12.0,0.69,,,,,,,,,,,,,,,
4088,31,2024-12-23,2024-12-29,39,0.68,0.92,,9.0,14.0,1.08,,,,,,,498.0,12.0,511.0,504.0,11.0,,,,
4089,31,2024-12-23,2024-12-29,40,0.42,,,1.0,7.0,0.42,,,,,,,,,,,,,,,
4090,31,2024-12-23,2024-12-29,41,0.58,0.98,,1.0,20.0,0.81,,,,,,,494.0,2.0,497.0,502.0,13.0,,,,
4091,31,2024-12-23,2024-12-29,42,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,
4092,31,2024-12-23,2024-12-29,43,0.73,0.7,,4.0,3.0,0.72,,,,,,,494.0,4.0,494.0,489.0,5.0,,,,
4093,31,2024-12-23,2024-12-29,44,0.75,,,6.0,2.0,0.83,,,,,,,,1.0,500.0,,,,,,
4094,31,2024-12-23,2024-12-29,45,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,
4095,31,2024-12-23,2024-12-29,46,0.82,,,3.0,4.0,0.71,,,,,,,493.0,4.0,494.0,495.0,7.0,,,,
4096,31,2024-12-23,2024-12-29,47,,,,1.0,0.0,0.0,,,,,,,494.0,1.0,494.0,493.0,-1.0,,,,
4097,31,2024-12-23,2024-12-29,48,,,,1.0,1.0,0.0,,,,,,,495.0,2.0,490.0,488.0,-2.0,,,,
4098,31,2024-12-23,2024-12-29,49,0.8,0.91,,1.0,19.0,0.88,,,,,,,503.0,6.0,516.0,,13.0,,,,
4099,31,2024-12-23,2024-12-29,50,,,,1.0,0.0,0.0,,,,,,,505.0,,,,,,,,
4100,31,2024-12-23,2024-12-29,51,,,,1.0,0.0,0.0,,,,,,,501.0,2.0,501.0,495.0,-6.0,,,,
4101,31,2024-12-23,2024-12-29,52,,0.2,,1.0,1.0,0.2,,,,,,,497.0,5.0,502.0,501.0,9.0,,,,
4102,31,2024-12-23,2024-12-29,53,,0.0,,1.0,2.0,0.0,,,,,,,491.0,3.0,492.0,490.0,4.0,,,,
4103,31,2024-12-23,2024-12-29,54,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,
4104,31,2024-12-23,2024-12-29,55,,,,1.0,0.0,0.0,,,,,,,497.0,,,,0.0,,,,
4105,31,2024-12-23,2024-12-29,56,,,,1.0,0.0,0.0,,,,,,,510.0,,,,,,,,
4106,31,2024-12-23,2024-12-29,57,0.8,0.5,,1.0,15.0,1.15,,,,,,,497.0,3.0,497.0,,0.0,,,,
4107,31,2024-12-23,2024-12-29,58,0.63,0.48,,7.0,5.0,0.56,,,,,,,495.0,1.0,495.0,494.0,4.0,,,,
4108,31,2024-12-23,2024-12-29,59,,,,1.0,0.0,0.0,,,,,,,497.0,4.0,496.0,493.0,1.0,,,,
4109,31,2024-12-23,2024-12-29,60,,,,1.0,1.0,4.98,,,,,,,498.0,3.0,500.0,510.0,17.0,,,,
4110,31,2024-12-23,2024-12-29,61,,,,9.0,0.0,0.0,,,,,,,496.0,3.0,494.0,492.0,1.0,,,,
4111,31,2024-12-23,2024-12-29,62,0.83,0.6,,3.0,6.0,0.69,,,,,,,494.0,1.0,494.0,,5.0,,,,
4112,31,2024-12-23,2024-12-29,63,,,,1.0,0.0,0.0,,,,,,,,1.0,487.0,,,,,,
4113,31,2024-12-23,2024-12-29,64,0.63,0.63,,1.0,11.0,0.63,,,,,,,493.0,4.0,502.0,,9.0,,,,
4114,31,2024-12-23,2024-12-29,65,,0.86,,10.0,11.0,0.86,,,,,,,493.0,5.0,518.0,491.0,-2.0,,,,
4115,31,2024-12-23,2024-12-29,66,,,,1.0,0.0,0.0,,,,,,,489.0,1.0,489.0,506.0,22.0,,,,
4116,31,2024-12-23,2024-12-29,67,,,,1.0,1.0,0.0,,,,,,,494.0,,,481.0,-8.0,,,,
4117,31,2024-12-23,2024-12-29,68,,,,1.0,0.0,0.0,,,,,,,493.0,,,498.0,10.0,,,,
4118,31,2024-12-23,2024-12-29,69,,,,1.0,0.0,0.0,,,,,,,495.0,2.0,497.0,,7.0,,,,
4119,31,2024-12-23,2024-12-29,70,,,,1.0,0.0,0.0,,,,,,,487.0,1.0,487.0,481.0,-6.0,,,,
4120,31,2024-12-23,2024-12-29,71,0.84,0.86,,12.0,28.0,0.85,,,,,,,501.0,9.0,504.0,,8.0,,,,
4121,31,2024-12-23,2024-12-29,72,,,,1.0,0.0,0.0,,,,,,,0.0,1.0,409.0,,,,,,
4122,31,2024-12-23,2024-12-29,73,,1.0,,1.0,1.0,1.0,,,,,,,503.0,3.0,502.0,498.0,0.0,,,,
4123,31,2024-12-23,2024-12-29,74,,,,2.0,0.0,0.0,,,,,,,501.0,1.0,501.0,,5.0,,,,
4124,31,2024-12-23,2024-12-29,75,,,,1.0,0.0,0.0,,,,,,,495.0,1.0,495.0,497.0,5.0,,,,
4125,31,2024-12-23,2024-12-29,76,,,,1.0,0.0,0.0,,,,,,,497.0,,,495.0,3.0,,,,
4126,31,2024-12-23,2024-12-29,77,,0.8,,1.0,1.0,0.8,,,,,,,491.0,5.0,494.0,493.0,7.0,,,,
4127,31,2024-12-23,2024-12-29,78,0.86,0.91,,7.0,10.0,0.89,,,,,,,499.0,4.0,493.0,,-1.0,,,,
4128,31,2024-12-23,2024-12-29,79,,1.0,,1.0,1.0,1.0,,,,,,,504.0,7.0,519.0,,20.0,,,,
4129,31,2024-12-23,2024-12-29,80,0.7,0.57,,27.0,15.0,0.88,,,,,,,491.0,,,496.0,5.0,,,,
4130,31,2024-12-23,2024-12-29,81,,,,1.0,0.0,0.0,,,,,,,498.0,1.0,498.0,495.0,2.0,,,,
4131,31,2024-12-23,2024-12-29,82,,,,1.0,0.0,0.0,,,,,,,495.0,1.0,497.0,,7.0,,,,
4132,31,2024-12-23,2024-12-29,83,0.75,,,1.0,3.0,0.8,,,,,,,506.0,6.0,517.0,518.0,17.0,,,,
4133,31,2024-12-23,2024-12-29,84,0.8,,,1.0,2.0,0.8,,,,,,,499.0,,,491.0,-3.0,,,,
4134,31,2024-12-23,2024-12-29,85,,,,1.0,1.0,0.87,,,,,,,504.0,7.0,506.0,509.0,10.0,,,,
4135,31,2024-12-23,2024-12-29,86,0.6,0.93,,11.0,7.0,0.77,,,,,,,490.0,2.0,490.0,,0.0,,,,
4136,31,2024-12-23,2024-12-29,87,,0.76,,7.0,6.0,0.74,,,,,,,491.0,6.0,494.0,497.0,11.0,,,,
4137,31,2024-12-23,2024-12-29,88,,0.8,,1.0,1.0,0.8,,,,,,,496.0,1.0,496.0,501.0,5.0,,,,
4138,31,2024-12-23,2024-12-29,89,,0.74,,2.0,2.0,0.74,,,,,,,493.0,2.0,493.0,497.0,4.0,,,,
4139,31,2024-12-23,2024-12-29,90,,0.4,,1.0,1.0,0.4,,,,,,,499.0,6.0,495.0,504.0,10.0,,,,
4140,31,2024-12-23,2024-12-29,91,1.0,1.0,,4.0,2.0,1.0,,,,,,,495.0,5.0,496.0,492.0,2.0,,,,
4141,31,2024-12-23,2024-12-29,92,,,,1.0,0.0,0.0,,,,,,,502.0,2.0,506.0,,9.0,,,,
4142,31,2024-12-23,2024-12-29,93,,0.66,,7.0,7.0,0.66,,,,,,,497.0,4.0,497.0,496.0,4.0,,,,
4143,31,2024-12-23,2024-12-29,94,,,,1.0,1.0,0.0,,,,,,,503.0,2.0,503.0,,0.0,,,,
4144,31,2024-12-23,2024-12-29,95,,,,1.0,0.0,0.0,,,,,,,498.0,1.0,498.0,493.0,0.0,,,,
4145,31,2024-12-23,2024-12-29,96,,,,1.0,0.0,0.0,,,,,,,0.0,,,,,,,,
4146,31,2024-12-23,2024-12-29,97,,,,9.0,0.0,0.0,,,,,,,494.0,,,495.0,6.0,,,,
4147,31,2024-12-23,2024-12-29,98,,0.45,,6.0,2.0,0.45,,,,,,,,,,,0.0,,,,
4148,31,2024-12-23,2024-12-29,99,,,,1.0,1.0,0.9,,,,,,,502.0,1.0,500.0,,3.0,,,,
4149,31,2024-12-23,2024-12-29,100,0.53,,,1.0,17.0,0.53,,,,,,,497.0,1.0,497.0,501.0,9.0,,,,
4150,31,2024-12-23,2024-12-29,101,,,,1.0,5.0,0.96,,,,,,,500.0,6.0,502.0,495.0,0.0,,,,
4151,31,2024-12-23,2024-12-29,102,0.71,0.53,,1.0,8.0,0.58,,,,,,,501.0,1.0,501.0,496.0,0.0,,,,
4152,31,2024-12-23,2024-12-29,103,,,,1.0,1.0,0.0,,,,,,,493.0,,,483.0,-5.0,,,,
4153,31,2024-12-23,2024-12-29,104,,,,1.0,0.0,0.0,,,,,,,494.0,,,,0.0,,,,
4154,31,2024-12-23,2024-12-29,105,,0.77,,1.0,9.0,0.77,,,,,,,485.0,2.0,485.0,485.0,0.0,,,,
4155,31,2024-12-23,2024-12-29,106,0.43,1.0,,1.0,8.0,0.51,,,,,,,491.0,5.0,494.0,482.0,-4.0,,,,
4156,31,2024-12-23,2024-12-29,107,,,,1.0,0.0,0.0,,,,,,,505.0,,,,,,,,
4157,31,2024-12-23,2024-12-29,108,,0.64,,2.0,1.0,0.52,,,,,,,497.0,6.0,499.0,502.0,10.0,,,,
4158,31,2024-12-23,2024-12-29,109,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
4159,31,2024-12-23,2024-12-29,110,,,,1.0,0.0,0.65,,,,,,,506.0,2.0,511.0,,10.0,,,,
4160,31,2024-12-23,2024-12-29,111,,,,1.0,0.0,0.0,,,,,,,498.0,6.0,517.0,496.0,-2.0,,,,
4161,31,2024-12-23,2024-12-29,112,0.53,0.6,,8.0,10.0,0.56,,,,,,,490.0,3.0,491.0,478.0,-7.0,,,,
4162,31,2024-12-23,2024-12-29,113,,,,1.0,0.0,0.0,,,,,,,492.0,3.0,492.0,495.0,8.0,,,,
4163,31,2024-12-23,2024-12-29,114,0.98,1.0,,2.0,18.0,0.99,,,,,,,492.0,4.0,485.0,486.0,-1.0,,,,
4164,31,2024-12-23,2024-12-29,115,,,,1.0,0.0,0.0,,,,,,,487.0,4.0,496.0,487.0,5.0,,,,
4165,31,2024-12-23,2024-12-29,116,,,,1.0,0.0,0.0,,,,,,,503.0,1.0,503.0,506.0,8.0,,,,
4166,31,2024-12-23,2024-12-29,117,,,,1.0,0.0,0.0,,,,,,,493.0,2.0,493.0,494.0,6.0,,,,
4167,31,2024-12-23,2024-12-29,118,,,,1.0,0.0,0.0,,,,,,,488.0,1.0,488.0,480.0,-3.0,,,,
4168,31,2024-12-23,2024-12-29,119,0.68,0.65,,5.0,29.0,0.64,,,,,,,,,,,,,,,
4169,31,2024-12-23,2024-12-29,120,0.82,0.71,,4.0,28.0,0.79,,,,,,,497.0,5.0,506.0,,14.0,,,,
4170,31,2024-12-23,2024-12-29,121,,1.0,,1.0,9.0,1.0,,,,,,,503.0,5.0,509.0,510.0,7.0,,,,
4171,31,2024-12-23,2024-12-29,122,,,,1.0,0.0,0.0,,,,,,,494.0,6.0,509.0,509.0,20.0,,,,
4172,31,2024-12-23,2024-12-29,123,,,,1.0,0.0,0.0,,,,,,,498.0,1.0,500.0,495.0,2.0,,,,
4173,31,2024-12-23,2024-12-29,124,,,,1.0,1.0,0.0,,,,,,,502.0,5.0,500.0,496.0,-6.0,,,,
4174,31,2024-12-23,2024-12-29,125,,0.6,,1.0,2.0,0.8,,,,,,,494.0,5.0,500.0,505.0,16.0,,,,
4175,31,2024-12-23,2024-12-29,126,,,,1.0,0.0,0.0,,,,,,,495.0,,,501.0,11.0,,,,
4176,31,2024-12-23,2024-12-29,127,0.8,,,1.0,1.0,0.8,,,,,,,500.0,2.0,501.0,508.0,13.0,,,,
4177,31,2024-12-23,2024-12-29,128,0.4,1.0,,1.0,3.0,0.7,,,,,,,490.0,,,,,,,,
4178,31,2024-12-23,2024-12-29,129,0.8,0.76,,5.0,4.0,1.66,,,,,,,501.0,2.0,499.0,,3.0,,,,
4179,31,2024-12-23,2024-12-29,130,,,,1.0,0.0,0.0,,,,,,,500.0,3.0,513.0,,13.0,,,,
4180,31,2024-12-23,2024-12-29,131,,0.35,,4.0,4.0,0.49,,,,,,,493.0,10.0,497.0,506.0,13.0,,,,
4181,31,2024-12-23,2024-12-29,132,,,,1.0,0.0,0.0,,,,,,,498.0,2.0,498.0,490.0,-8.0,,,,
4182,31,2024-12-23,2024-12-29,133,,,,1.0,0.0,0.0,,,,,,,486.0,3.0,501.0,501.0,0.0,,,,
4183,31,2024-12-23,2024-12-29,134,,,,1.0,0.0,0.0,,,,,,,,,,487.0,,,,,
4184,31,2024-12-23,2024-12-29,135,,0.99,,8.0,5.0,0.94,,,,,,,505.0,5.0,513.0,,13.0,,,,
4185,31,2024-12-23,2024-12-29,136,0.59,0.62,,18.0,17.0,0.59,,,,,,,498.0,5.0,499.0,,6.0,,,,
4186,31,2024-12-23,2024-12-29,137,,,,1.0,0.0,0.0,,,,,,,,1.0,503.0,506.0,3.0,,,,
4187,31,2024-12-23,2024-12-29,138,,,,1.0,0.0,0.0,,,,,,,491.0,2.0,489.0,492.0,3.0,,,,
4188,31,2024-12-23,2024-12-29,139,,0.77,,14.0,32.0,0.77,,,,,,,495.0,5.0,505.0,500.0,10.0,,,,
4189,31,2024-12-23,2024-12-29,140,0.72,0.72,,7.0,15.0,0.74,,,,,,,498.0,6.0,499.0,,1.0,,,,
4190,31,2024-12-23,2024-12-29,141,0.31,0.0,,1.0,4.0,0.23,,,,,,,504.0,1.0,499.0,508.0,9.0,,,,
4191,31,2024-12-23,2024-12-29,142,,0.31,,7.0,4.0,0.28,,,,,,,490.0,6.0,481.0,482.0,1.0,,,,
4192,31,2024-12-23,2024-12-29,143,,,,1.0,0.0,0.31,,,,,,,,,,,,,,,
4193,31,2024-12-23,2024-12-29,144,,,,1.0,0.0,0.0,,,,,,,491.0,3.0,495.0,483.0,-3.0,,,,
4194,31,2024-12-23,2024-12-29,145,0.75,0.96,,4.0,9.0,0.91,,,,,,,495.0,3.0,497.0,496.0,-1.0,,,,
4195,31,2024-12-23,2024-12-29,146,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,
4196,31,2024-12-23,2024-12-29,147,,,,1.0,0.0,0.0,,,,,,,495.0,1.0,495.0,478.0,-12.0,,,,
4197,31,2024-12-23,2024-12-29,148,0.45,0.49,,1.0,12.0,0.47,,,,,,,491.0,1.0,491.0,493.0,7.0,,,,
4198,31,2024-12-23,2024-12-29,149,,,,2.0,0.0,0.0,,,,,,,504.0,2.0,502.0,488.0,-16.0,,,,
4199,31,2024-12-23,2024-12-29,150,0.67,0.2,,7.0,4.0,0.63,,,,,,,502.0,9.0,513.0,516.0,19.0,,,,
4200,32,2024-12-30,2025-01-05,1,0.8,0.88,,16.0,3.0,0.83,,,,,,,494.0,1.0,494.0,493.0,4.0,,,,
4201,32,2024-12-30,2025-01-05,2,,,,1.0,2.0,0.0,,,,,,,503.0,1.0,503.0,,5.0,,,,
4202,32,2024-12-30,2025-01-05,3,0.8,0.87,,17.0,19.0,0.84,,,,,,,494.0,4.0,491.0,485.0,-9.0,,,,
4203,32,2024-12-30,2025-01-05,4,,,,1.0,0.0,0.0,,,,,,,502.0,4.0,499.0,,-3.0,,,,
4204,32,2024-12-30,2025-01-05,5,,,,1.0,0.0,0.0,,,,,,,492.0,4.0,493.0,499.0,,,,,
4205,32,2024-12-30,2025-01-05,6,,,,1.0,0.0,0.0,,,,,,,493.0,,,488.0,0.0,,,,
4206,32,2024-12-30,2025-01-05,7,0.98,1.0,,18.0,21.0,0.99,,,,,,,492.0,3.0,493.0,487.0,0.0,,,,
4207,32,2024-12-30,2025-01-05,8,,,,1.0,0.0,0.0,,,,,,,,1.0,,,0.0,,,,
4208,32,2024-12-30,2025-01-05,9,0.84,0.6,,2.0,8.0,1.27,,,,,,,498.0,5.0,506.0,508.0,15.0,,,,
4209,32,2024-12-30,2025-01-05,10,,,,1.0,0.0,0.0,,,,,,,506.0,2.0,506.0,514.0,8.0,,,,
4210,32,2024-12-30,2025-01-05,11,,,,1.0,0.0,0.0,,,,,,,511.0,2.0,509.0,517.0,6.0,,,,
4211,32,2024-12-30,2025-01-05,12,,,,1.0,0.0,0.0,,,,,,,498.0,1.0,498.0,491.0,-2.0,,,,
4212,32,2024-12-30,2025-01-05,13,,,,1.0,0.0,0.0,,,,,,,,1.0,,,,,,,
4213,32,2024-12-30,2025-01-05,14,0.9,,,1.0,15.0,0.82,,,,,,,503.0,2.0,507.0,,9.0,,,,
4214,32,2024-12-30,2025-01-05,15,,,,1.0,0.0,0.0,,,,,,,500.0,,,491.0,-4.0,,,,
4215,32,2024-12-30,2025-01-05,16,,,,1.0,0.0,0.0,,,,,,,0.0,2.0,,,,,,,
4216,32,2024-12-30,2025-01-05,17,,,,1.0,0.0,0.0,,,,,,,508.0,2.0,508.0,496.0,-12.0,,,,
4217,32,2024-12-30,2025-01-05,18,0.89,,,1.0,8.0,0.89,,,,,,,495.0,2.0,503.0,,8.0,,,,
4218,32,2024-12-30,2025-01-05,19,,0.96,,17.0,2.0,0.96,,,,,,,504.0,1.0,504.0,,0.0,,,,
